staff_id,fist_name,middle_name,last_name_1,last_name_2,phone_number,email,salary,tipe_worked
320,Camila,Santiago,López,,301679428,camila.lópez10@gmail.com,1000000,administrador
321,Carlos,,Gómez,Sánchez,313188000,carlos.gómez9@hotmail.com,1500000,empleado
322,Santiago,,Pérez,,328533480,santiago.pérez72@outlook.com,800000,empleado
323,Valentina,,Hernández,,314593802,valentina.hernández92@hotmail.com,2500000,administrador
324,Luis,Andrés,Rodríguez,Gómez,312644444,luis.rodríguez15@outlook.com,2500000,empleado
325,Andrés,Paula,Martínez,,315841710,andrés.martínez3@outlook.com,3000000,administrador
326,Juliana,,Pérez,,319354849,juliana.pérez56@gmail.com,3000000,administrador
327,Felipe,,Sánchez,Torres,308675459,felipe.sánchez41@gmail.com,1000000,administrador
328,Carlos,,García,,317292559,carlos.garcía75@hotmail.com,1800000,administrador
329,Luis,,Gómez,,307200205,luis.gómez52@hotmail.com,1200000,empleado
330,Paula,,Rodríguez,,321344389,paula.rodríguez73@hotmail.com,1800000,empleado
331,Andrea,,López,Gómez,307361376,andrea.lópez18@outlook.com,3000000,empleado
332,Paula,Luis,Rodríguez,García,318326035,paula.rodríguez73@hotmail.com,2500000,administrador
333,Diego,Camilo,Ramírez,,308877310,diego.ramírez97@outlook.com,2000000,empleado
334,Juliana,Juan,Torres,López,322098922,juliana.torres4@outlook.com,1000000,empleado
335,Valentina,Laura,Hernández,,311613793,valentina.hernández71@outlook.com,1800000,administrador
336,Camilo,Santiago,García,Martínez,301966038,camilo.garcía93@gmail.com,1800000,administrador
337,Luis,Valentina,Gómez,,301093121,luis.gómez89@hotmail.com,900000,empleado
338,Natalia,,Rodríguez,,303364196,natalia.rodríguez94@gmail.com,2500000,administrador
339,María,,Sánchez,Ramírez,321336900,maría.sánchez19@outlook.com,1200000,empleado
340,Camilo,Daniela,Gómez,Pérez,311842459,camilo.gómez82@hotmail.com,1800000,administrador
341,María,Valentina,Ramírez,,311883024,maría.ramírez51@outlook.com,2500000,empleado
342,Andrea,,López,,319099331,andrea.lópez43@gmail.com,900000,empleado
343,Javier,Diego,Ramírez,,324595529,javier.ramírez24@hotmail.com,800000,empleado
344,Javier,,López,,315467336,javier.lópez31@gmail.com,1500000,empleado
345,Natalia,,Ramírez,Sánchez,329851156,natalia.ramírez8@hotmail.com,3000000,administrador
346,Andrea,Camila,Martínez,,311594281,andrea.martínez53@outlook.com,1500000,administrador
347,Camilo,,Rodríguez,,303413301,camilo.rodríguez52@hotmail.com,1500000,administrador
348,Luis,,Pérez,,304194798,luis.pérez40@gmail.com,1200000,empleado
349,Diego,,Gómez,Pérez,321772667,diego.gómez62@outlook.com,2000000,empleado
350,Diego,Andrés,Torres,Ramírez,307904416,diego.torres98@gmail.com,1200000,empleado
351,Mateo,Sara,Rodríguez,García,308882418,mateo.rodríguez16@hotmail.com,2500000,administrador
352,Felipe,,Ramírez,,311192554,felipe.ramírez78@outlook.com,1500000,administrador
353,Felipe,,Sánchez,,306748915,felipe.sánchez20@hotmail.com,1800000,administrador
354,Andrés,,Sánchez,López,313206027,andrés.sánchez91@hotmail.com,1800000,empleado
355,Camila,,Pérez,,313506116,camila.pérez78@outlook.com,800000,administrador
356,Santiago,Carlos,Gómez,,309801044,santiago.gómez31@gmail.com,2000000,administrador
357,Natalia,,Martínez,,328625932,natalia.martínez20@hotmail.com,3000000,empleado
358,Valentina,,Pérez,Torres,309851112,valentina.pérez84@outlook.com,2000000,empleado
359,Paula,,Ramírez,,324935673,paula.ramírez6@hotmail.com,1200000,administrador
360,María,,Pérez,,303286196,maría.pérez92@outlook.com,900000,administrador
361,Andrés,,Rodríguez,,322727014,andrés.rodríguez73@hotmail.com,3000000,empleado
362,Santiago,Andrea,Sánchez,,305348131,santiago.sánchez20@outlook.com,2000000,administrador
363,Camila,Santiago,Sánchez,,322928617,camila.sánchez7@hotmail.com,3000000,administrador
364,Felipe,,Hernández,,322093090,felipe.hernández78@gmail.com,900000,empleado
365,Mateo,,Hernández,Martínez,316939757,mateo.hernández37@gmail.com,3000000,administrador
366,Santiago,Laura,López,Pérez,304658642,santiago.lópez11@hotmail.com,1000000,administrador
367,Javier,Juliana,Gómez,,325372444,javier.gómez62@gmail.com,1000000,administrador
368,Javier,Natalia,Ramírez,Hernández,303962518,javier.ramírez40@gmail.com,1200000,administrador
369,Valentina,,Ramírez,,311275167,valentina.ramírez5@gmail.com,1500000,empleado
370,Andrés,Daniela,Martínez,,301632252,andrés.martínez70@hotmail.com,2000000,administrador
371,María,Juliana,Martínez,,303335293,maría.martínez33@outlook.com,2500000,empleado
372,Laura,Paula,Hernández,Pérez,306310099,laura.hernández80@outlook.com,1200000,empleado
373,Andrés,,Torres,,313516618,andrés.torres33@outlook.com,1000000,empleado
374,Valentina,Javier,Martínez,,306887994,valentina.martínez64@hotmail.com,1000000,administrador
375,Carlos,Carlos,Rodríguez,Hernández,313731437,carlos.rodríguez7@outlook.com,3000000,administrador
376,Sara,,Ramírez,,309956824,sara.ramírez39@gmail.com,1800000,empleado
377,María,,Ramírez,Pérez,314607764,maría.ramírez43@hotmail.com,1800000,administrador
378,María,,García,Rodríguez,321742727,maría.garcía13@hotmail.com,1500000,administrador
379,Valentina,,Pérez,,317447973,valentina.pérez28@outlook.com,1500000,empleado
380,Carlos,María,Rodríguez,,305103980,carlos.rodríguez57@gmail.com,2500000,administrador
381,Valentina,,Hernández,Torres,315069339,valentina.hernández72@outlook.com,1800000,empleado
382,Valentina,,Pérez,López,308412176,valentina.pérez27@gmail.com,1000000,administrador
383,Juan,Camilo,López,,301762503,juan.lópez30@outlook.com,2500000,empleado
384,Camilo,Camilo,Rodríguez,Pérez,307450650,camilo.rodríguez42@outlook.com,1200000,empleado
385,Andrea,,Martínez,Rodríguez,306253059,andrea.martínez33@gmail.com,800000,empleado
386,Paula,,Pérez,Rodríguez,302924231,paula.pérez2@hotmail.com,1200000,administrador
387,Santiago,,Rodríguez,Gómez,309954326,santiago.rodríguez66@gmail.com,800000,administrador
388,Andrés,,Ramírez,,306533797,andrés.ramírez13@hotmail.com,2500000,administrador
389,Carlos,,Rodríguez,,305807236,carlos.rodríguez28@outlook.com,1000000,administrador
390,Sara,,Gómez,Hernández,309347629,sara.gómez62@gmail.com,1800000,empleado
391,Andrés,,Ramírez,Pérez,314399836,andrés.ramírez30@gmail.com,1500000,administrador
392,Andrea,Sara,Sánchez,Rodríguez,307500889,andrea.sánchez13@outlook.com,1000000,administrador
393,Andrés,,López,Gómez,322171929,andrés.lópez55@gmail.com,2000000,administrador
394,Natalia,Luis,Pérez,Pérez,314220081,natalia.pérez73@gmail.com,800000,empleado
395,Carlos,Sara,Torres,,303320974,carlos.torres69@outlook.com,900000,empleado
396,Natalia,,García,López,307194582,natalia.garcía26@hotmail.com,2000000,administrador
397,Laura,Sara,Sánchez,,312841305,laura.sánchez91@outlook.com,1000000,administrador
398,Natalia,Diego,García,,328195012,natalia.garcía3@outlook.com,1500000,administrador
399,Daniela,Andrés,Martínez,,317711911,daniela.martínez45@outlook.com,2000000,administrador
400,Diego,,Hernández,Pérez,324478758,diego.hernández39@hotmail.com,1000000,administrador
401,Sara,Javier,Martínez,,317490384,sara.martínez15@outlook.com,1800000,administrador
402,Diego,Sara,López,Martínez,323188529,diego.lópez34@outlook.com,1000000,administrador
403,Javier,,Pérez,Gómez,306631290,javier.pérez40@outlook.com,1500000,empleado
404,Juliana,,Pérez,Pérez,308992624,juliana.pérez35@gmail.com,1200000,empleado
405,Luis,Natalia,Pérez,,327102086,luis.pérez99@gmail.com,3000000,empleado
406,Camila,,López,López,324252989,camila.lópez47@gmail.com,900000,empleado
407,Laura,Diego,García,Martínez,313255464,laura.garcía60@outlook.com,2000000,empleado
408,Valentina,,Hernández,Ramírez,308584228,valentina.hernández53@outlook.com,900000,administrador
409,Andrea,,Hernández,,306315955,andrea.hernández59@gmail.com,1200000,administrador
410,Laura,,López,Sánchez,315557914,laura.lópez75@outlook.com,1200000,empleado
411,Camilo,Laura,García,Martínez,314100358,camilo.garcía72@outlook.com,2000000,empleado
412,Mateo,,Ramírez,,307643389,mateo.ramírez44@outlook.com,2500000,empleado
413,Carlos,Laura,Pérez,Rodríguez,318419213,carlos.pérez79@outlook.com,900000,empleado
414,Camila,Luis,Martínez,,304708643,camila.martínez83@hotmail.com,2000000,empleado
415,Andrés,,Gómez,Ramírez,315545643,andrés.gómez25@outlook.com,1200000,administrador
416,Andrés,Paula,Torres,López,319553085,andrés.torres85@gmail.com,2500000,empleado
417,Camila,Daniela,Gómez,Gómez,311909722,camila.gómez66@outlook.com,800000,administrador
418,Natalia,,López,,319145775,natalia.lópez78@hotmail.com,1200000,empleado
419,Carlos,Luis,García,Torres,325654561,carlos.garcía86@gmail.com,2000000,administrador
420,Juliana,Daniela,García,López,328210840,juliana.garcía42@outlook.com,1000000,administrador
421,Valentina,,Sánchez,Torres,315195971,valentina.sánchez50@outlook.com,800000,empleado
422,Sara,,Torres,,306185903,sara.torres25@outlook.com,900000,empleado
423,Luis,,Ramírez,,311190525,luis.ramírez54@gmail.com,3000000,empleado
424,Carlos,Camilo,Ramírez,García,307228637,carlos.ramírez85@gmail.com,800000,administrador
425,Camila,,Martínez,,322247262,camila.martínez50@gmail.com,2500000,administrador
426,Camila,,Martínez,,328780130,camila.martínez48@gmail.com,1500000,empleado
427,María,,Rodríguez,,305284432,maría.rodríguez63@outlook.com,2500000,empleado
428,Andrea,María,García,,305718965,andrea.garcía10@hotmail.com,1000000,empleado
429,Laura,,García,Rodríguez,311621006,laura.garcía55@hotmail.com,800000,administrador
430,Camilo,Laura,Sánchez,,319295023,camilo.sánchez57@outlook.com,1000000,empleado
431,Valentina,,Rodríguez,,322929823,valentina.rodríguez44@hotmail.com,900000,empleado
432,Santiago,,Pérez,Sánchez,303956149,santiago.pérez79@gmail.com,900000,administrador
433,Sara,Juliana,García,,302897710,sara.garcía65@outlook.com,800000,empleado
434,Sara,,Pérez,,316085219,sara.pérez43@gmail.com,3000000,administrador
435,Juliana,,Pérez,Rodríguez,314736097,juliana.pérez46@hotmail.com,1800000,administrador
436,Carlos,,García,Martínez,304912221,carlos.garcía41@outlook.com,800000,administrador
437,Juan,,Martínez,Ramírez,312740056,juan.martínez63@outlook.com,900000,empleado
438,Andrés,Juliana,Torres,Sánchez,316225166,andrés.torres27@hotmail.com,1500000,empleado
439,Daniela,,Hernández,Martínez,326692086,daniela.hernández13@gmail.com,900000,empleado
440,Valentina,María,Rodríguez,,329535259,valentina.rodríguez26@hotmail.com,2500000,administrador
441,Andrea,,Rodríguez,,321351033,andrea.rodríguez71@hotmail.com,1800000,empleado
442,Felipe,Valentina,Pérez,Rodríguez,326633341,felipe.pérez83@outlook.com,3000000,administrador
443,Natalia,Andrea,Ramírez,,316027682,natalia.ramírez27@outlook.com,1000000,administrador
444,Javier,Daniela,Torres,Ramírez,329156034,javier.torres81@hotmail.com,3000000,empleado
445,Felipe,,Martínez,Gómez,304891046,felipe.martínez61@gmail.com,3000000,administrador
446,Laura,,Ramírez,Gómez,306533475,laura.ramírez91@hotmail.com,2000000,empleado
447,Carlos,,Gómez,,308050167,carlos.gómez72@outlook.com,3000000,empleado
448,Felipe,,Martínez,Martínez,302873333,felipe.martínez17@gmail.com,2500000,administrador
449,Andrea,,Ramírez,,326072271,andrea.ramírez58@gmail.com,2000000,empleado
450,Paula,Valentina,López,,314663972,paula.lópez85@outlook.com,800000,empleado
451,Natalia,Javier,Martínez,Hernández,323746969,natalia.martínez28@outlook.com,800000,administrador
452,Paula,,López,,323618362,paula.lópez59@outlook.com,1000000,administrador
453,Laura,Mateo,Martínez,,302326868,laura.martínez86@hotmail.com,1500000,empleado
454,Valentina,Andrea,García,,319049993,valentina.garcía26@outlook.com,2500000,empleado
455,María,Mateo,Gómez,Ramírez,317824733,maría.gómez38@gmail.com,2000000,administrador
456,Valentina,,Hernández,Hernández,305324236,valentina.hernández22@gmail.com,2500000,empleado
457,Valentina,,Torres,Rodríguez,316627765,valentina.torres40@gmail.com,1500000,empleado
458,Camila,Sara,Sánchez,Rodríguez,327148924,camila.sánchez55@hotmail.com,2500000,administrador
459,María,Camila,Gómez,Sánchez,313616157,maría.gómez43@hotmail.com,900000,empleado
460,Laura,,López,,324241002,laura.lópez36@gmail.com,1800000,administrador
461,Javier,,Gómez,Sánchez,328549199,javier.gómez96@gmail.com,800000,administrador
462,Carlos,,Sánchez,,301559522,carlos.sánchez43@hotmail.com,3000000,administrador
463,Juliana,Paula,Torres,Hernández,315689397,juliana.torres35@outlook.com,1200000,empleado
464,Luis,Camilo,Torres,,301223506,luis.torres29@gmail.com,1800000,administrador
465,Javier,Luis,Rodríguez,,304108283,javier.rodríguez78@gmail.com,1200000,administrador
466,Daniela,Valentina,Ramírez,,325431372,daniela.ramírez32@gmail.com,1500000,empleado
467,Santiago,Camilo,Ramírez,Rodríguez,303879622,santiago.ramírez47@gmail.com,1500000,empleado
468,Luis,,Ramírez,,321625382,luis.ramírez19@hotmail.com,2000000,empleado
469,Laura,,Torres,,315089831,laura.torres23@gmail.com,1000000,empleado
470,Natalia,,Ramírez,Hernández,328544163,natalia.ramírez53@outlook.com,3000000,empleado
471,Javier,Juliana,López,Martínez,309322516,javier.lópez71@hotmail.com,1200000,empleado
472,Laura,Santiago,Hernández,,314218696,laura.hernández89@hotmail.com,800000,administrador
473,Camila,,García,,301942192,camila.garcía63@hotmail.com,1000000,administrador
474,Andrés,,Martínez,,313170557,andrés.martínez2@hotmail.com,1500000,administrador
475,Daniela,Santiago,Ramírez,,315449858,daniela.ramírez83@hotmail.com,3000000,empleado
476,Luis,Andrea,Sánchez,,302045217,luis.sánchez34@gmail.com,1200000,empleado
477,Andrés,,Sánchez,,323632196,andrés.sánchez53@hotmail.com,3000000,empleado
478,Mateo,,Gómez,López,313702450,mateo.gómez51@hotmail.com,1500000,administrador
479,Sara,Valentina,Sánchez,,303334174,sara.sánchez83@outlook.com,900000,administrador
480,Sara,,García,,323067836,sara.garcía16@hotmail.com,800000,empleado
481,María,,Torres,Torres,319253808,maría.torres27@outlook.com,900000,empleado
482,Sara,Diego,Martínez,,312817520,sara.martínez67@outlook.com,3000000,empleado
483,Carlos,,López,Sánchez,309366865,carlos.lópez77@hotmail.com,800000,empleado
484,María,,Hernández,,317943149,maría.hernández63@gmail.com,2500000,administrador
485,Juan,Juliana,Torres,Gómez,313233210,juan.torres64@hotmail.com,1500000,administrador
486,Luis,Andrés,Rodríguez,,313362086,luis.rodríguez7@hotmail.com,3000000,administrador
487,Sara,,García,Rodríguez,315468574,sara.garcía44@gmail.com,2500000,administrador
488,Camila,Santiago,Ramírez,Pérez,309069949,camila.ramírez68@outlook.com,2500000,administrador
489,Diego,,Torres,,327290978,diego.torres90@outlook.com,1200000,empleado
490,Santiago,,Sánchez,García,314744433,santiago.sánchez78@outlook.com,2500000,empleado
491,Daniela,Camilo,Gómez,,322733146,daniela.gómez67@outlook.com,800000,administrador
492,María,,López,Martínez,324342102,maría.lópez52@hotmail.com,1200000,empleado
493,Juliana,,Sánchez,Hernández,318949764,juliana.sánchez30@outlook.com,1200000,empleado
494,Daniela,Andrés,Rodríguez,,306029522,daniela.rodríguez65@outlook.com,1000000,empleado
495,Andrés,,Pérez,,309530053,andrés.pérez67@outlook.com,900000,empleado
496,Paula,,Pérez,,319440259,paula.pérez72@hotmail.com,1800000,administrador
497,María,,Rodríguez,Torres,325326672,maría.rodríguez45@hotmail.com,800000,empleado
498,María,Diego,Ramírez,Torres,315606531,maría.ramírez18@hotmail.com,2000000,administrador
499,María,,García,,301909894,maría.garcía11@gmail.com,900000,administrador
500,Carlos,,Gómez,,326513454,carlos.gómez10@outlook.com,800000,empleado
501,Natalia,,Hernández,García,301952820,natalia.hernández49@outlook.com,3000000,administrador
502,Natalia,,García,Gómez,306528327,natalia.garcía45@hotmail.com,1800000,empleado
503,Camila,Andrea,Martínez,Sánchez,306018933,camila.martínez60@gmail.com,1000000,administrador
504,Santiago,Natalia,Torres,Pérez,319999268,santiago.torres39@hotmail.com,1200000,empleado
505,Natalia,María,Pérez,,321009280,natalia.pérez11@hotmail.com,3000000,empleado
506,Juliana,Natalia,Rodríguez,,304531101,juliana.rodríguez44@gmail.com,2500000,empleado
507,Mateo,,Gómez,Ramírez,326756375,mateo.gómez49@gmail.com,1500000,empleado
508,Camila,María,García,,301300111,camila.garcía40@gmail.com,900000,empleado
509,Natalia,Camilo,Rodríguez,Rodríguez,326800360,natalia.rodríguez61@gmail.com,1000000,empleado
510,Paula,Sara,Rodríguez,Sánchez,322513158,paula.rodríguez18@outlook.com,800000,administrador
511,Diego,,Sánchez,Martínez,325899834,diego.sánchez33@gmail.com,1500000,empleado
512,Javier,,Pérez,,322479374,javier.pérez72@hotmail.com,1800000,empleado
513,Juliana,Luis,Hernández,,324610987,juliana.hernández29@outlook.com,2500000,empleado
514,Felipe,,Ramírez,Hernández,316056399,felipe.ramírez68@gmail.com,1500000,administrador
515,Diego,,Pérez,,311516938,diego.pérez73@hotmail.com,1500000,empleado
516,Andrea,,Hernández,,328268544,andrea.hernández33@outlook.com,1000000,empleado
517,Andrea,Juan,Martínez,,301865453,andrea.martínez99@outlook.com,2000000,empleado
518,Javier,Daniela,Hernández,,318798318,javier.hernández2@outlook.com,2500000,administrador
519,María,Carlos,López,Gómez,312561601,maría.lópez6@gmail.com,2000000,empleado
520,Juliana,Daniela,Pérez,,322641182,juliana.pérez46@hotmail.com,1000000,empleado
521,Camilo,Andrea,López,Torres,324787726,camilo.lópez89@gmail.com,1200000,empleado
522,Andrés,,Ramírez,Ramírez,302417351,andrés.ramírez48@hotmail.com,3000000,empleado
523,Andrea,Camilo,Hernández,Ramírez,321164888,andrea.hernández53@gmail.com,2500000,administrador
524,Juan,Juan,Martínez,García,326243073,juan.martínez84@hotmail.com,1800000,empleado
525,María,,Torres,,324671965,maría.torres94@gmail.com,1500000,administrador
526,Valentina,Daniela,López,,311762233,valentina.lópez14@hotmail.com,1000000,administrador
527,Carlos,Camilo,Hernández,,314885776,carlos.hernández19@hotmail.com,900000,empleado
528,Carlos,,Hernández,Gómez,313322698,carlos.hernández28@hotmail.com,1500000,administrador
529,Juliana,Juliana,Pérez,Torres,315427589,juliana.pérez49@outlook.com,1000000,empleado
530,Camila,Javier,Martínez,,302595532,camila.martínez24@hotmail.com,1200000,empleado
531,Juliana,,Martínez,García,325911770,juliana.martínez85@gmail.com,2500000,empleado
532,Felipe,,Pérez,,304284318,felipe.pérez44@outlook.com,900000,empleado
533,Sara,Andrea,Rodríguez,,318946388,sara.rodríguez53@gmail.com,1000000,empleado
534,Andrés,Andrea,Ramírez,,323679149,andrés.ramírez18@gmail.com,3000000,administrador
535,Natalia,,Sánchez,,301134981,natalia.sánchez76@outlook.com,1500000,administrador
536,Luis,Camila,García,,324143774,luis.garcía69@gmail.com,1500000,administrador
537,Andrea,Juliana,Ramírez,García,306331826,andrea.ramírez59@outlook.com,3000000,empleado
538,Juan,,Ramírez,,329789073,juan.ramírez1@gmail.com,900000,empleado
539,Mateo,,López,Hernández,327262513,mateo.lópez97@outlook.com,3000000,administrador
540,Felipe,,Martínez,Ramírez,303798300,felipe.martínez89@gmail.com,2000000,administrador
541,Felipe,,Gómez,Sánchez,305240760,felipe.gómez82@hotmail.com,1500000,empleado
542,Javier,Santiago,Pérez,Sánchez,304276240,javier.pérez56@outlook.com,1000000,administrador
543,Santiago,María,García,,304219057,santiago.garcía18@outlook.com,900000,administrador
544,Juan,,Rodríguez,,301893448,juan.rodríguez92@gmail.com,2000000,empleado
545,Valentina,,Gómez,,327117105,valentina.gómez34@outlook.com,1200000,empleado
546,Andrés,,Sánchez,,319846322,andrés.sánchez23@gmail.com,900000,administrador
547,Diego,,López,,329616394,diego.lópez68@outlook.com,1500000,empleado
548,Natalia,Javier,Pérez,,326644681,natalia.pérez8@gmail.com,1500000,empleado
549,Paula,Paula,Ramírez,Rodríguez,317000138,paula.ramírez34@hotmail.com,1000000,administrador
550,Laura,Luis,López,Gómez,324623828,laura.lópez2@hotmail.com,1000000,administrador
551,Natalia,,Gómez,,301850109,natalia.gómez97@hotmail.com,800000,administrador
552,Juliana,,Hernández,,305720059,juliana.hernández16@gmail.com,800000,empleado
553,Felipe,,Gómez,Pérez,318270544,felipe.gómez29@gmail.com,1200000,empleado
554,Daniela,María,Ramírez,,306493671,daniela.ramírez38@hotmail.com,900000,empleado
555,Valentina,,García,,327668391,valentina.garcía76@gmail.com,1200000,administrador
556,María,,Hernández,Ramírez,317811020,maría.hernández10@outlook.com,1200000,empleado
557,Carlos,,Martínez,García,319810853,carlos.martínez15@outlook.com,1200000,empleado
558,Andrea,Javier,Torres,Martínez,326705572,andrea.torres35@gmail.com,2000000,empleado
559,Mateo,Paula,Sánchez,,312029875,mateo.sánchez50@gmail.com,2000000,administrador
560,Juliana,Camila,Sánchez,Hernández,324781532,juliana.sánchez80@outlook.com,3000000,administrador
561,Camilo,Valentina,Martínez,,318878866,camilo.martínez83@gmail.com,900000,administrador
562,Sara,,Hernández,,315346018,sara.hernández54@hotmail.com,900000,administrador
563,Paula,,Gómez,Sánchez,311665883,paula.gómez26@hotmail.com,1500000,administrador
564,Luis,,Gómez,,311316424,luis.gómez74@hotmail.com,1200000,empleado
565,María,Sara,García,López,319885745,maría.garcía52@hotmail.com,800000,empleado
566,María,,Gómez,Pérez,312888691,maría.gómez43@outlook.com,3000000,empleado
567,Andrea,Juliana,Sánchez,Sánchez,314741639,andrea.sánchez84@outlook.com,1500000,empleado
568,Camilo,Andrea,Ramírez,,301006756,camilo.ramírez8@outlook.com,1000000,administrador
569,Carlos,,López,,315988634,carlos.lópez16@hotmail.com,1200000,empleado
570,Camilo,Sara,Martínez,López,302409520,camilo.martínez24@hotmail.com,1200000,empleado
571,Juan,,Martínez,,308909589,juan.martínez47@gmail.com,900000,administrador
572,Carlos,Luis,Rodríguez,,311388488,carlos.rodríguez23@outlook.com,800000,administrador
573,Andrés,,Ramírez,,313090979,andrés.ramírez18@gmail.com,900000,administrador
574,Felipe,,Gómez,García,321052011,felipe.gómez75@gmail.com,1000000,empleado
575,Andrés,,Pérez,Rodríguez,319480956,andrés.pérez9@outlook.com,2500000,empleado
576,Sara,,Ramírez,Martínez,306808670,sara.ramírez2@gmail.com,2000000,administrador
577,Carlos,,Torres,Torres,312281143,carlos.torres39@gmail.com,2500000,administrador
578,Natalia,,López,Torres,314457948,natalia.lópez56@hotmail.com,3000000,empleado
579,Paula,,Martínez,López,329569442,paula.martínez35@outlook.com,1800000,administrador
580,Natalia,,Ramírez,,314646416,natalia.ramírez77@outlook.com,800000,empleado
581,Mateo,Santiago,Ramírez,,312342462,mateo.ramírez98@hotmail.com,2500000,administrador
582,Felipe,Sara,Gómez,,325300100,felipe.gómez68@outlook.com,800000,empleado
583,Juan,,Rodríguez,López,303438711,juan.rodríguez17@gmail.com,800000,administrador
584,Laura,,Gómez,,315482536,laura.gómez43@outlook.com,1000000,empleado
585,Daniela,,Pérez,Hernández,303694528,daniela.pérez74@outlook.com,1800000,empleado
586,Andrea,Paula,Martínez,,308293371,andrea.martínez7@hotmail.com,1200000,administrador
587,Felipe,,Torres,Hernández,325567212,felipe.torres3@hotmail.com,800000,empleado
588,Andrés,,Hernández,,323097811,andrés.hernández71@outlook.com,900000,empleado
589,Daniela,,Hernández,Pérez,312066104,daniela.hernández55@gmail.com,1800000,administrador
590,Javier,,Pérez,,317862917,javier.pérez78@gmail.com,1500000,administrador
591,Daniela,Juliana,Sánchez,,312246865,daniela.sánchez40@outlook.com,2500000,empleado
592,Juan,,Sánchez,Ramírez,302729660,juan.sánchez41@hotmail.com,1200000,administrador
593,María,,Gómez,Gómez,319228344,maría.gómez1@hotmail.com,3000000,empleado
594,Santiago,Santiago,Sánchez,,325831587,santiago.sánchez47@gmail.com,1500000,empleado
595,Felipe,,López,Sánchez,301796674,felipe.lópez5@outlook.com,900000,empleado
596,Valentina,Javier,García,,324879269,valentina.garcía31@outlook.com,1500000,administrador
597,Carlos,Santiago,Martínez,,301260424,carlos.martínez77@outlook.com,1800000,administrador
598,Juliana,,Pérez,,312239139,juliana.pérez98@gmail.com,800000,administrador
599,Carlos,Camila,López,López,328788825,carlos.lópez21@hotmail.com,800000,administrador
600,Santiago,,Pérez,Hernández,313666521,santiago.pérez30@outlook.com,1500000,empleado
601,Mateo,,Torres,,316298506,mateo.torres5@gmail.com,1800000,empleado
602,Paula,,López,,311980919,paula.lópez1@gmail.com,2500000,empleado
603,María,,García,Sánchez,325261078,maría.garcía22@gmail.com,2000000,empleado
604,Diego,Paula,García,,315747251,diego.garcía88@gmail.com,1000000,empleado
605,Camila,,Hernández,Sánchez,326554926,camila.hernández54@outlook.com,2500000,empleado
606,Laura,,Gómez,,326941162,laura.gómez57@hotmail.com,900000,administrador
607,Sara,María,López,Gómez,317068136,sara.lópez28@hotmail.com,1200000,empleado
608,Juliana,Javier,Rodríguez,Hernández,314434404,juliana.rodríguez91@outlook.com,3000000,empleado
609,Javier,,Sánchez,Sánchez,303186040,javier.sánchez56@gmail.com,2000000,empleado
610,Diego,,Ramírez,,322605401,diego.ramírez93@gmail.com,2500000,administrador
611,Valentina,María,Ramírez,,313615186,valentina.ramírez93@gmail.com,1500000,administrador
612,Juliana,,Pérez,,312379190,juliana.pérez86@hotmail.com,900000,empleado
613,Juliana,,García,Martínez,319606207,juliana.garcía41@outlook.com,2500000,administrador
614,Santiago,,Ramírez,,306015595,santiago.ramírez59@outlook.com,1200000,empleado
615,Mateo,Juliana,García,,304700096,mateo.garcía82@hotmail.com,3000000,administrador
616,Camila,,García,,326811675,camila.garcía31@outlook.com,1500000,administrador
617,Santiago,Camilo,Sánchez,,317210346,santiago.sánchez16@outlook.com,1200000,empleado
618,Valentina,Mateo,García,,318254052,valentina.garcía94@outlook.com,2000000,administrador
619,María,Laura,Gómez,Gómez,308133073,maría.gómez70@outlook.com,1500000,empleado
620,Mateo,,Sánchez,,317554905,mateo.sánchez97@hotmail.com,2500000,empleado
621,Santiago,Felipe,Martínez,,322553389,santiago.martínez12@outlook.com,1800000,empleado
622,Felipe,Valentina,Sánchez,Ramírez,322695949,felipe.sánchez68@hotmail.com,1500000,empleado
623,Juan,,Hernández,,305007571,juan.hernández83@gmail.com,2000000,administrador
624,María,,Gómez,Rodríguez,323562822,maría.gómez21@hotmail.com,800000,administrador
625,Felipe,Camilo,Pérez,Sánchez,328370502,felipe.pérez60@outlook.com,1800000,administrador
626,Carlos,Juliana,Pérez,,306706452,carlos.pérez83@gmail.com,1000000,administrador
627,Juliana,Mateo,Martínez,,307173630,juliana.martínez29@hotmail.com,1000000,empleado
628,Felipe,,Rodríguez,Torres,319310287,felipe.rodríguez50@gmail.com,1200000,empleado
629,Sara,Diego,Sánchez,Gómez,302662002,sara.sánchez79@gmail.com,1800000,administrador
630,Diego,,Hernández,,317108276,diego.hernández4@gmail.com,800000,empleado
631,Natalia,Juan,Rodríguez,López,328498267,natalia.rodríguez33@outlook.com,800000,empleado
632,Luis,Andrea,Torres,,304125664,luis.torres13@outlook.com,2500000,empleado
633,Camilo,,Sánchez,García,315766411,camilo.sánchez58@gmail.com,2000000,administrador
634,María,,García,Pérez,328445723,maría.garcía49@gmail.com,2500000,empleado
635,María,María,Gómez,,305551646,maría.gómez42@hotmail.com,1500000,administrador
636,Carlos,Carlos,Hernández,Torres,303364649,carlos.hernández99@outlook.com,1500000,administrador
637,Juliana,,García,,328790125,juliana.garcía98@gmail.com,1500000,empleado
638,Camila,María,Hernández,,309254837,camila.hernández12@outlook.com,2500000,administrador
639,Mateo,Paula,Ramírez,Martínez,301853116,mateo.ramírez60@hotmail.com,1200000,administrador
